text,label
Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM ,neutral
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized ",neutral
The group 's 12-month operating profit grew 31 percent to 337.8 million euros ,positive
Industry Investment is very interested in Glaston 's solar energy projects ,positive
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year ",negative
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m ",negative
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated ",positive
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty ",neutral
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell ",neutral
"`` The number of collection errors fell considerably , and operations speeded up ",positive
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals ",positive
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. ",positive
The credit covers approximately 70 % of the ship 's price ,neutral
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction ",neutral
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 ",neutral
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey ",neutral
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 ",positive
The office space will rise above the remodeled Cannon Street underground station ,neutral
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % ,negative
The measures result from weak demand in the shipbuilding industry ,negative
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share ",neutral
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share ",positive
"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes ",positive
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy ,negative
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 ,negative
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes ,positive
The real estate company posted a net loss of +�  x201a -� 59.3 million +�  x201a -� 0.21 per share compared with a net profit of +�  x201a -� 31 million +�  x201a -� 0.11 per share for the corresponding quarter of 2007 ,negative
The offer represents a premium of 24 % over the stock 's closing price on Friday ,positive
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 ",negative
"Jeder Beta-Tester erh+�lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+�glichkeit , die finale Version zu beeinflussen ",neutral
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing ,negative
This wood lacquered clock comes with a stripy hand-crocheted cover ,neutral
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars ",positive
"In Penttil+� 's vision , the most important reason for the transaction is Russia ",neutral
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before ,negative
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki ,neutral
Net sales have been eaten by the weak US dollar ,negative
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . '",positive
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 ",positive
DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -� 2006 Digitalmediaasia.com & DMA Ltd. ,positive
"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln ",positive
The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn ,neutral
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover ",negative
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base ",positive
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ",negative
"In 2007 , Etteplan had turnover of EUR125 .2 m",neutral
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday ",negative
Finnish Bank of +�land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 ,negative
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary ,neutral
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+�nsi-Kalkkuna to produce turkey meat ,positive
`` There is no room to modify the share component as we have already indicated . ',neutral
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News ",positive
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology ,neutral
Strategic and operational business information is objectively reported ,neutral
"Exports accounted for 65.4 % of net sales , representing an all time record for the company ",positive
"Kiosk and cinema operations have suffered , in particular ",negative
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) ,negative
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation ",positive
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high ,positive
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 ",negative
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million ,negative
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 ,negative
